Distro,OriginCode,DPCI,RequestType,DistroStatus,SSZ,UnitSortable,TrayCode,TotalNumberofPallets,TotalNumberofFullVCPs,TotalNumberofLooseSSP,SSPsinVCP,PullMode,TotalNumberofStore,TotalNumberofSSPsintheDistro,VCPLength,VCPWidth,VCPHeight,AllocationRequestDate,AllocationRequestTime,WorkStation,Aisle,Total_locs,wave_id
000000000071639984,W,042-21-1192,BAS,N,13,Y,1,0,0,3,24,CA,3,3,23.0,13.0,12.0,2022-09-11T00:00:00,02:09:05 AM,SF22,603,1,W1
000000000071657760,W,214-05-3198,BAS,N,13,Y,1,0,0,2,12,CA,2,2,13.0,11.0,7.0,2022-09-12T00:00:00,02:23:58 AM,SF22,603,1,W1
000000000071642354,W,020-06-4869,BAS,N,13,Y,1,0,0,3,6,CA,1,3,21.8,13.5,10.2,2022-09-12T00:00:00,02:21:06 AM,SF22,603,1,W1
000000000071648690,W,041-01-4578,BAS,N,13,Y,1,0,0,3,12,CA,1,3,20.4,19.2,4.3,2022-09-12T00:00:00,02:22:09 AM,SF22,603,1,W1
000000000071648671,W,041-01-3088,BAS,N,13,Y,1,0,0,4,12,CA,1,4,20.4,19.2,4.3,2022-09-12T00:00:00,02:22:08 AM,SF22,603,1,W1
000000000071642355,W,020-06-4870,BAS,N,13,Y,1,0,0,2,6,CA,1,2,21.8,13.5,10.2,2022-09-12T00:00:00,02:21:06 AM,SF22,603,1,W1
000000000071648673,W,041-01-3090,BAS,N,13,Y,1,0,0,3,12,CA,1,3,20.4,19.2,4.3,2022-09-12T00:00:00,02:22:08 AM,SF22,603,1,W1
000000000071648689,W,041-01-4569,BAS,N,13,Y,1,0,0,8,12,CA,1,8,20.4,19.2,4.3,2022-09-12T00:00:00,02:22:09 AM,SF22,603,1,W1
000000000071642860,W,022-11-0371,BAS,N,13,Y,1,0,0,2,96,CA,2,2,16.5,11.8,14.5,2022-09-12T00:00:00,02:21:09 AM,SF22,603,1,W1
000000000071648697,W,041-01-4599,BAS,N,13,Y,1,0,0,4,12,CA,1,4,20.4,19.2,4.3,2022-09-12T00:00:00,02:22:09 AM,SF22,603,1,W1
000000000071638175,W,022-12-0353,BAS,N,13,Y,1,0,0,12,96,CA,6,12,16.0,11.0,6.0,2022-09-11T00:00:00,02:09:07 AM,SF22,603,1,W1
000000000071639950,W,042-21-0353,BAS,N,13,Y,1,0,0,6,24,CA,6,6,23.0,13.0,12.0,2022-09-11T00:00:00,02:09:13 AM,SF22,603,1,W1
000000000071638624,W,022-12-4386,BAS,N,13,Y,1,0,0,1,96,CA,1,1,14.0,9.0,5.0,2022-09-11T00:00:00,02:08:44 AM,SF22,603,1,W1
000000000071638558,W,022-12-4313,BAS,N,13,Y,1,0,0,12,96,CA,7,12,15.0,9.0,6.0,2022-09-11T00:00:00,02:09:04 AM,SF22,603,1,W1
000000000071657751,W,214-05-3183,BAS,N,13,Y,1,0,0,5,12,CA,5,5,13.0,11.0,7.0,2022-09-12T00:00:00,02:23:58 AM,SF22,604,1,W1
000000000071640187,W,043-13-1981,BAS,N,13,Y,1,0,1,1,12,CA,12,13,21.2,12.5,5.5,2022-09-11T00:00:00,02:08:48 AM,SF22,604,1,W1
000000000071657878,W,214-10-2551,BAS,N,13,Y,1,0,0,10,12,CA,1,10,18.0,10.5,3.5,2022-09-12T00:00:00,02:23:59 AM,ES20,605,1,W1
000000000071640486,W,214-07-1481,BAS,N,13,Y,1,0,0,1,12,CA,1,1,14.0,13.0,7.2,2022-09-11T00:00:00,02:08:44 AM,ES20,605,1,W1
000000000071638189,W,022-12-0461,BAS,N,13,Y,1,0,0,2,96,CA,1,2,16.9,11.8,7.4,2022-09-11T00:00:00,02:09:07 AM,ES20,605,1,W1
000000000071649826,W,043-15-0735,BAS,N,13,Y,1,0,0,5,12,CA,5,5,20.2,12.4,10.2,2022-09-12T00:00:00,02:22:20 AM,SF21,606,1,W1
000000000071648688,W,041-01-4567,BAS,N,13,Y,1,0,0,8,12,CA,1,8,20.4,19.2,4.3,2022-09-12T00:00:00,02:22:09 AM,SF21,606,1,W1
000000000071649825,W,043-15-0735,BAS,N,13,Y,1,0,1,0,12,CA,11,12,20.2,12.4,10.2,2022-09-12T00:00:00,02:22:20 AM,SF21,606,1,W1
000000000071649824,W,043-15-0728,BAS,N,13,Y,1,0,0,6,12,CA,5,6,20.2,12.5,9.3,2022-09-12T00:00:00,02:22:20 AM,SF21,606,1,W1
000000000071642500,W,022-08-0084,BAS,N,13,Y,1,0,0,5,6,CA,4,5,19.0,14.5,3.8,2022-09-12T00:00:00,02:21:07 AM,SF21,606,1,W1
000000000071639594,W,041-02-9167,BAS,N,13,Y,1,0,0,1,12,CA,1,1,22.0,16.0,6.0,2022-09-11T00:00:00,02:08:48 AM,SF21,607,1,W1
000000000071638436,W,022-12-4135,BAS,N,13,Y,1,0,0,1,96,CA,1,1,24.0,16.0,8.0,2022-09-11T00:00:00,02:09:04 AM,SF21,607,1,W1
000000000071640491,W,214-07-2514,BAS,N,13,Y,1,0,0,1,12,CA,1,1,11.9,11.5,6.5,2022-09-11T00:00:00,02:09:07 AM,SF21,607,1,W1
000000000071638563,W,022-12-4320,BAS,N,13,Y,1,0,0,1,96,CA,1,1,17.0,10.0,6.0,2022-09-11T00:00:00,02:08:53 AM,SF21,607,1,W1
000000000071638473,W,022-12-4202,BAS,N,13,Y,1,0,0,44,96,CA,10,44,14.0,9.0,6.0,2022-09-11T00:00:00,02:08:39 AM,SF21,607,1,W1
000000000071638805,W,025-00-2485,BAS,N,13,Y,1,0,0,1,24,CA,1,1,16.0,13.4,9.5,2022-09-11T00:00:00,02:09:07 AM,SF21,607,1,W1
000000000071638432,W,022-12-4131,BAS,N,13,Y,1,0,0,10,96,CA,7,10,24.0,16.0,8.0,2022-09-11T00:00:00,02:09:02 AM,SF21,607,1,W1
000000000071642887,W,022-11-0693,BAS,N,13,Y,1,0,0,18,96,CA,14,18,17.0,12.0,16.0,2022-09-12T00:00:00,02:21:09 AM,SF21,607,1,W1
000000000071642885,W,022-11-0691,BAS,N,13,Y,1,0,0,14,96,CA,12,14,17.0,12.0,16.0,2022-09-12T00:00:00,02:21:09 AM,SF21,607,1,W1
000000000071638331,W,022-12-2978,BAS,N,13,Y,1,0,0,1,96,CA,1,1,13.7,10.2,5.1,2022-09-11T00:00:00,02:08:51 AM,SF21,608,1,W1
000000000071650300,W,043-18-1810,BAS,N,13,Y,1,0,0,4,6,CA,1,4,12.6,11.8,9.1,2022-09-12T00:00:00,02:22:25 AM,SF21,609,1,W1
000000000071650303,W,043-18-1813,BAS,N,13,Y,1,0,0,4,6,CA,1,4,12.6,11.8,9.1,2022-09-12T00:00:00,02:22:25 AM,SF21,609,1,W1
000000000071650302,W,043-18-1812,BAS,N,13,Y,1,0,0,4,6,CA,1,4,12.6,11.8,9.1,2022-09-12T00:00:00,02:22:25 AM,SF21,609,1,W1
000000000071650301,W,043-18-1811,BAS,N,13,Y,1,0,0,4,6,CA,1,4,12.6,11.8,9.1,2022-09-12T00:00:00,02:22:25 AM,SF21,609,1,W1
000000000071638541,W,022-12-4287,BAS,N,13,Y,1,0,0,4,96,CA,3,4,15.0,9.8,11.0,2022-09-11T00:00:00,02:09:07 AM,SF21,609,1,W1
000000000071639029,W,025-04-0778,BAS,N,13,Y,1,0,0,1,9,CA,1,1,12.7,11.2,10.4,2022-09-11T00:00:00,02:08:48 AM,SF21,609,1,W1
000000000071649503,W,043-14-0338,BAS,N,13,Y,1,0,0,7,12,CA,7,7,22.4,12.9,7.8,2022-09-12T00:00:00,02:22:16 AM,SF21,609,1,W1
000000000071650306,W,043-18-1816,BAS,N,13,Y,1,0,0,4,6,CA,1,4,12.6,11.8,9.1,2022-09-12T00:00:00,02:22:25 AM,SF21,609,1,W1
000000000071639079,W,025-04-7289,BAS,N,13,Y,1,0,0,1,9,CA,1,1,15.0,10.0,10.1,2022-09-11T00:00:00,02:08:44 AM,SF21,609,1,W1
000000000071642813,W,022-08-4697,BAS,N,13,Y,1,0,1,3,6,CA,9,9,14.8,13.1,3.3,2022-09-12T00:00:00,02:21:09 AM,SF21,610,1,W1
000000000071642624,W,022-08-0665,BAS,N,13,Y,1,0,2,0,6,CA,12,12,1.2,11.0,24.0,2022-09-12T00:00:00,02:21:08 AM,SF21,610,1,W1
000000000071637973,W,022-09-1519,BAS,N,13,Y,1,0,0,1,6,CA,1,1,11.7,5.9,4.5,2022-09-11T00:00:00,02:08:44 AM,SF21,610,1,W1
000000000071638207,W,022-12-0706,BAS,N,13,Y,1,0,0,1,96,CA,1,1,14.0,10.0,6.0,2022-09-11T00:00:00,02:09:13 AM,SF21,610,1,W1
000000000071637985,W,022-09-1750,BAS,N,13,Y,1,0,0,5,6,CA,2,5,11.6,5.9,5.1,2022-09-11T00:00:00,02:09:07 AM,SF21,610,1,W1
000000000071642627,W,022-08-0669,BAS,N,13,Y,1,0,0,3,6,CA,3,3,13.8,13.1,3.3,2022-09-12T00:00:00,02:21:08 AM,SF21,610,1,W1
000000000071642826,W,022-08-4708,BAS,N,13,Y,1,0,0,5,6,CA,4,5,13.8,13.3,3.3,2022-09-12T00:00:00,02:21:09 AM,SF21,610,1,W1
000000000071642576,W,022-08-0447,BAS,N,13,Y,1,0,1,1,6,CA,7,7,13.6,13.1,3.3,2022-09-12T00:00:00,02:21:08 AM,SF21,610,1,W1
000000000071642882,W,022-11-0687,BAS,N,13,Y,1,0,0,10,96,CA,9,10,17.0,12.0,16.0,2022-09-12T00:00:00,02:21:09 AM,SF21,610,1,W1
000000000071642605,W,022-08-0557,BAS,N,13,Y,1,0,0,1,6,CA,1,1,14.2,13.3,3.3,2022-09-12T00:00:00,02:21:08 AM,SF21,610,1,W1
000000000071642819,W,022-08-4703,BAS,N,13,Y,1,0,0,1,6,CA,1,1,13.7,13.3,3.8,2022-09-12T00:00:00,02:21:09 AM,SF21,610,1,W1
000000000071642606,W,022-08-0557,BAS,N,13,Y,1,0,1,0,6,CA,6,6,14.2,13.3,3.3,2022-09-12T00:00:00,02:21:08 AM,SF21,610,1,W1
000000000071642827,W,022-08-4709,BAS,N,13,Y,1,0,1,1,6,CA,7,7,14.1,13.3,3.3,2022-09-12T00:00:00,02:21:09 AM,SF21,610,1,W1
000000000071644178,W,023-12-4355,BAS,N,13,Y,1,0,1,0,24,CA,21,24,22.0,15.7,5.1,2022-09-12T00:00:00,02:21:16 AM,SF21,611,2,W1
000000000071644177,W,023-12-4354,BAS,N,13,Y,1,0,1,0,24,CA,21,24,22.0,15.7,5.1,2022-09-12T00:00:00,02:21:16 AM,SF21,611,2,W1
000000000071642556,W,022-08-0180,BAS,N,13,Y,1,0,3,0,6,CA,18,18,15.5,10.3,6.3,2022-09-12T00:00:00,02:21:08 AM,SF21,611,1,W1
000000000071642797,W,022-08-4654,BAS,N,13,Y,1,0,3,1,6,CA,14,19,23.9,17.4,3.3,2022-09-12T00:00:00,02:21:09 AM,SF21,611,2,W1
000000000071643880,W,023-09-3292,BAS,N,13,Y,1,0,2,5,6,CA,17,17,14.4,12.2,6.6,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643876,W,023-09-3291,BAS,N,13,Y,1,0,1,3,6,CA,9,9,12.5,12.3,6.5,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643853,W,023-09-3283,BAS,N,13,Y,1,0,2,0,6,CA,12,12,14.9,12.3,6.6,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643847,W,023-09-1697,BAS,N,13,Y,1,0,2,0,6,CA,12,12,20.1,12.4,7.8,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643871,W,023-09-3290,BAS,N,13,Y,1,0,1,0,6,CA,6,6,12.3,12.1,6.6,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643817,W,023-09-1686,BAS,N,13,Y,1,0,1,0,6,CA,6,6,14.5,12.3,6.6,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643897,W,023-09-3298,BAS,N,13,Y,1,0,1,0,6,CA,6,6,20.2,12.3,7.6,2022-09-12T00:00:00,02:21:14 AM,SF21,611,1,W1
000000000071643845,W,023-09-1697,BAS,N,13,Y,1,0,1,0,6,CA,6,6,20.1,12.4,7.8,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643892,W,023-09-3297,BAS,N,13,Y,1,0,1,0,6,CA,6,6,12.3,12.3,6.6,2022-09-12T00:00:00,02:21:14 AM,SF21,611,1,W1
000000000071643925,W,023-09-7775,BAS,N,13,Y,1,0,1,0,6,CA,6,6,15.5,12.3,9.6,2022-09-12T00:00:00,02:21:14 AM,SF21,611,1,W1
000000000071643906,W,023-09-5090,BAS,N,13,Y,1,0,1,0,6,CA,6,6,12.4,12.3,6.6,2022-09-12T00:00:00,02:21:14 AM,SF21,611,1,W1
000000000071643893,W,023-09-3297,BAS,N,13,Y,1,0,1,0,6,CA,6,6,12.3,12.3,6.6,2022-09-12T00:00:00,02:21:14 AM,SF21,611,1,W1
000000000071642798,W,022-08-4656,BAS,N,13,Y,1,0,2,4,6,CA,14,16,23.6,17.4,2.5,2022-09-12T00:00:00,02:21:09 AM,SF21,611,2,W1
000000000071644176,W,023-12-4353,BAS,N,13,Y,1,0,0,22,24,CA,18,22,22.0,15.7,5.1,2022-09-12T00:00:00,02:21:16 AM,SF21,611,1,W1
000000000071643898,W,023-09-3298,BAS,N,13,Y,1,0,2,0,6,CA,12,12,20.2,12.3,7.6,2022-09-12T00:00:00,02:21:14 AM,SF21,611,1,W1
000000000071643881,W,023-09-3293,BAS,N,13,Y,1,0,1,0,6,CA,6,6,15.5,12.3,6.6,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643879,W,023-09-3292,BAS,N,13,Y,1,0,2,0,6,CA,12,12,14.4,12.2,6.6,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071639592,W,041-02-8901,BAS,N,13,Y,1,0,0,1,12,CA,1,1,13.0,12.0,8.6,2022-09-11T00:00:00,02:08:48 AM,SF21,611,1,W1
000000000071643912,W,023-09-5093,BAS,N,13,Y,1,0,1,0,6,CA,6,6,22.7,13.2,11.6,2022-09-12T00:00:00,02:21:14 AM,SF21,611,1,W1
000000000071643913,W,023-09-5093,BAS,N,13,Y,1,0,1,0,6,CA,6,6,22.7,13.2,11.6,2022-09-12T00:00:00,02:21:14 AM,SF21,611,1,W1
000000000071643870,W,023-09-3290,BAS,N,13,Y,1,0,1,0,6,CA,6,6,12.3,12.1,6.6,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071642558,W,022-08-0180,BAS,N,13,Y,1,0,4,0,6,CA,24,24,15.5,10.3,6.3,2022-09-12T00:00:00,02:21:08 AM,SF21,611,1,W1
000000000071644175,W,023-12-4352,BAS,N,13,Y,1,0,1,0,24,CA,23,24,22.0,15.7,5.1,2022-09-12T00:00:00,02:21:16 AM,SF21,611,2,W1
000000000071643875,W,023-09-3291,BAS,N,13,Y,1,0,2,0,6,CA,12,12,12.5,12.3,6.5,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071643818,W,023-09-1686,BAS,N,13,Y,1,0,1,0,6,CA,6,6,14.5,12.3,6.6,2022-09-12T00:00:00,02:21:13 AM,SF21,611,1,W1
000000000071642546,W,022-08-0179,BAS,N,13,Y,1,0,1,0,6,CA,5,6,15.5,10.0,4.7,2022-09-12T00:00:00,02:21:08 AM,SF21,611,1,W1
000000000071638244,W,022-12-1432,BAS,N,13,Y,1,0,0,7,96,CA,4,7,17.7,14.9,3.1,2022-09-11T00:00:00,02:09:04 AM,SF21,612,1,W1
000000000071640483,W,214-07-1475,BAS,N,13,Y,1,0,0,1,12,CA,1,1,14.0,13.0,7.2,2022-09-11T00:00:00,02:09:05 AM,SF21,612,1,W1
000000000071638493,W,022-12-4223,BAS,N,13,Y,1,0,0,27,96,CA,8,27,15.0,10.0,7.0,2022-09-11T00:00:00,02:08:48 AM,SF21,613,1,W1
000000000071638369,W,022-12-3787,BAS,N,13,Y,1,0,0,2,96,CA,2,2,15.8,13.4,4.0,2022-09-11T00:00:00,02:08:44 AM,SF21,613,1,W1
000000000071638091,W,022-10-0050,BAS,N,13,Y,1,0,0,10,48,CA,4,10,17.3,16.1,11.4,2022-09-11T00:00:00,02:09:07 AM,SF21,613,1,W1
000000000071638004,W,022-09-2148,BAS,N,13,Y,1,0,0,1,12,CA,1,1,14.2,12.5,6.2,2022-09-11T00:00:00,02:09:16 AM,SF21,613,1,W1
000000000071638676,W,022-12-4477,BAS,N,13,Y,1,0,0,20,96,CA,18,20,16.9,11.8,7.4,2022-09-11T00:00:00,02:08:48 AM,SF21,615,1,W1
000000000071638464,W,022-12-4193,BAS,N,13,Y,1,0,0,2,96,CA,2,2,17.7,14.9,3.1,2022-09-11T00:00:00,02:08:56 AM,SF21,615,1,W1
000000000071639659,W,042-02-1283,BAS,N,13,Y,1,0,0,1,8,CA,1,1,24.2,16.2,5.3,2022-09-11T00:00:00,02:09:05 AM,SF21,615,1,W2
000000000071639754,W,042-02-3968,BAS,N,13,Y,1,0,0,2,8,CA,2,2,24.0,16.0,5.0,2022-09-11T00:00:00,02:09:07 AM,SF21,615,1,W2
